index,transportmean_name,line_number,line_name,order_number,stop_name
23,CR,C-3a,Aranjuez-Atocha-Sol-Chamartín-El Escorial,23,El Escorial
24,CR,C-3a,Aranjuez-Atocha-Sol-Chamartín-El Escorial,24,Zarzalejo
25,CR,C-3a,Aranjuez-Atocha-Sol-Chamartín-El Escorial,25,Robledo de Chavela
26,CR,C-3a,Aranjuez-Atocha-Sol-Chamartín-El Escorial,26,Santa María de la Alameda
0,CR,C-4a,Parla-Atocha-Sol-Chamartín-Cantoblanco-Alcobendas S.Sebastián de los Reyes,0,Parla
1,CR,C-4a,Parla-Atocha-Sol-Chamartín-Cantoblanco-Alcobendas S.Sebastián de los Reyes,1,Getafe Sector 3
2,CR,C-4a,Parla-Atocha-Sol-Chamartín-Cantoblanco-Alcobendas S.Sebastián de los Reyes,2,Getafe Centro
3,CR,C-4a,Parla-Atocha-Sol-Chamartín-Cantoblanco-Alcobendas S.Sebastián de los Reyes,3,Las Margaritas - Universidad
4,CR,C-4a,Parla-Atocha-Sol-Chamartín-Cantoblanco-Alcobendas S.Sebastián de los Reyes,4,Villaverde Alto
5,CR,C-4a,Parla-Atocha-Sol-Chamartín-Cantoblanco-Alcobendas S.Sebastián de los Reyes,5,Villaverde Bajo
6,CR,C-4a,Parla-Atocha-Sol-Chamartín-Cantoblanco-Alcobendas S.Sebastián de los Reyes,6,Atocha
7,CR,C-4a,Parla-Atocha-Sol-Chamartín-Cantoblanco-Alcobendas S.Sebastián de los Reyes,7,Sol
8,CR,C-4a,Parla-Atocha-Sol-Chamartín-Cantoblanco-Alcobendas S.Sebastián de los Reyes,8,Nuevos Ministerios
9,CR,C-4a,Parla-Atocha-Sol-Chamartín-Cantoblanco-Alcobendas S.Sebastián de los Reyes,9,Chamartín
10,CR,C-4a,Parla-Atocha-Sol-Chamartín-Cantoblanco-Alcobendas S.Sebastián de los Reyes,10,Fuencarral
11,CR,C-4a,Parla-Atocha-Sol-Chamartín-Cantoblanco-Alcobendas S.Sebastián de los Reyes,11,Cantoblanco Universidad
12,CR,C-4a,Parla-Atocha-Sol-Chamartín-Cantoblanco-Alcobendas S.Sebastián de los Reyes,12,Universidad P. Comillas
13,CR,C-4a,Parla-Atocha-Sol-Chamartín-Cantoblanco-Alcobendas S.Sebastián de los Reyes,13,Valdelasfuentes
14,CR,C-4a,Parla-Atocha-Sol-Chamartín-Cantoblanco-Alcobendas S.Sebastián de los Reyes,14,Alcobendas - S.S. de los Reyes
0,CR,C-4b,Parla-Atocha-Sol-Chamartín-Cantoblanco-Colmenar Viejo,0,Parla
1,CR,C-4b,Parla-Atocha-Sol-Chamartín-Cantoblanco-Colmenar Viejo,1,Getafe Sector 3
2,CR,C-4b,Parla-Atocha-Sol-Chamartín-Cantoblanco-Colmenar Viejo,2,Getafe Centro
3,CR,C-4b,Parla-Atocha-Sol-Chamartín-Cantoblanco-Colmenar Viejo,3,Las Margaritas - Universidad
4,CR,C-4b,Parla-Atocha-Sol-Chamartín-Cantoblanco-Colmenar Viejo,4,Villaverde Alto
5,CR,C-4b,Parla-Atocha-Sol-Chamartín-Cantoblanco-Colmenar Viejo,5,Villaverde Bajo
6,CR,C-4b,Parla-Atocha-Sol-Chamartín-Cantoblanco-Colmenar Viejo,6,Atocha
7,CR,C-4b,Parla-Atocha-Sol-Chamartín-Cantoblanco-Colmenar Viejo,7,Sol
8,CR,C-4b,Parla-Atocha-Sol-Chamartín-Cantoblanco-Colmenar Viejo,8,Nuevos Ministerios
9,CR,C-4b,Parla-Atocha-Sol-Chamartín-Cantoblanco-Colmenar Viejo,9,Chamartín
10,CR,C-4b,Parla-Atocha-Sol-Chamartín-Cantoblanco-Colmenar Viejo,10,Fuencarral
11,CR,C-4b,Parla-Atocha-Sol-Chamartín-Cantoblanco-Colmenar Viejo,11,Cantoblanco Universidad
12,CR,C-4b,Parla-Atocha-Sol-Chamartín-Cantoblanco-Colmenar Viejo,12,El Goloso
13,CR,C-4b,Parla-Atocha-Sol-Chamartín-Cantoblanco-Colmenar Viejo,13,Tres Cantos
14,CR,C-4b,Parla-Atocha-Sol-Chamartín-Cantoblanco-Colmenar Viejo,14,Colmenar Viejo
0,CR,C-5,Móstoles El Soto-Atocha-Fuenlabrada-Humanes,0,Móstoles - El Soto
1,CR,C-5,Móstoles El Soto-Atocha-Fuenlabrada-Humanes,1,Móstoles
2,CR,C-5,Móstoles El Soto-Atocha-Fuenlabrada-Humanes,2,Las Retamas
3,CR,C-5,Móstoles El Soto-Atocha-Fuenlabrada-Humanes,3,Alcorcón
4,CR,C-5,Móstoles El Soto-Atocha-Fuenlabrada-Humanes,4,San José de Valderas
5,CR,C-5,Móstoles El Soto-Atocha-Fuenlabrada-Humanes,5,Cuatro Vientos
6,CR,C-5,Móstoles El Soto-Atocha-Fuenlabrada-Humanes,6,Las Águilas
7,CR,C-5,Móstoles El Soto-Atocha-Fuenlabrada-Humanes,7,Fanjul
8,CR,C-5,Móstoles El Soto-Atocha-Fuenlabrada-Humanes,8,Aluche
9,CR,C-5,Móstoles El Soto-Atocha-Fuenlabrada-Humanes,9,Laguna
10,CR,C-5,Móstoles El Soto-Atocha-Fuenlabrada-Humanes,10,Embajadores
11,CR,C-5,Móstoles El Soto-Atocha-Fuenlabrada-Humanes,11,Atocha
12,CR,C-5,Móstoles El Soto-Atocha-Fuenlabrada-Humanes,12,Méndez Álvaro
13,CR,C-5,Móstoles El Soto-Atocha-Fuenlabrada-Humanes,13,Doce de Octubre
14,CR,C-5,Móstoles El Soto-Atocha-Fuenlabrada-Humanes,14,Orcasitas
15,CR,C-5,Móstoles El Soto-Atocha-Fuenlabrada-Humanes,15,Puente Alcocer
16,CR,C-5,Móstoles El Soto-Atocha-Fuenlabrada-Humanes,16,Villaverde Alto
17,CR,C-5,Móstoles El Soto-Atocha-Fuenlabrada-Humanes,17,Zarzaquemada
18,CR,C-5,Móstoles El Soto-Atocha-Fuenlabrada-Humanes,18,Leganés
19,CR,C-5,Móstoles El Soto-Atocha-Fuenlabrada-Humanes,19,Parque Polvoranca
20,CR,C-5,Móstoles El Soto-Atocha-Fuenlabrada-Humanes,20,La Serna
21,CR,C-5,Móstoles El Soto-Atocha-Fuenlabrada-Humanes,21,Fuenlabrada
22,CR,C-5,Móstoles El Soto-Atocha-Fuenlabrada-Humanes,22,Humanes
0,CR,C-7,Alcalá de Henares-Atocha-Chamartín-Príncipe Pío,0,Alcalá de Henares
1,CR,C-7,Alcalá de Henares-Atocha-Chamartín-Príncipe Pío,1,La Garena
2,CR,C-7,Alcalá de Henares-Atocha-Chamartín-Príncipe Pío,2,Soto del Henares
3,CR,C-7,Alcalá de Henares-Atocha-Chamartín-Príncipe Pío,3,Torrejón de Ardoz
4,CR,C-7,Alcalá de Henares-Atocha-Chamartín-Príncipe Pío,4,San Fernando
5,CR,C-7,Alcalá de Henares-Atocha-Chamartín-Príncipe Pío,5,Coslada
6,CR,C-7,Alcalá de Henares-Atocha-Chamartín-Príncipe Pío,6,Vicálvaro
7,CR,C-7,Alcalá de Henares-Atocha-Chamartín-Príncipe Pío,7,Santa Eugenia
8,CR,C-7,Alcalá de Henares-Atocha-Chamartín-Príncipe Pío,8,Vallecas
9,CR,C-7,Alcalá de Henares-Atocha-Chamartín-Príncipe Pío,9,El Pozo
10,CR,C-7,Alcalá de Henares-Atocha-Chamartín-Príncipe Pío,10,Asamblea de Madrid-Entrevías
11,CR,C-7,Alcalá de Henares-Atocha-Chamartín-Príncipe Pío,11,Atocha
12,CR,C-7,Alcalá de Henares-Atocha-Chamartín-Príncipe Pío,12,Recoletos
13,CR,C-7,Alcalá de Henares-Atocha-Chamartín-Príncipe Pío,13,Nuevos Ministerios
14,CR,C-7,Alcalá de Henares-Atocha-Chamartín-Príncipe Pío,14,Chamartín
15,CR,C-7,Alcalá de Henares-Atocha-Chamartín-Príncipe Pío,15,Ramón y Cajal
16,CR,C-7,Alcalá de Henares-Atocha-Chamartín-Príncipe Pío,16,Mirasierra-Paco de Lucía
17,CR,C-7,Alcalá de Henares-Atocha-Chamartín-Príncipe Pío,17,Pitis
18,CR,C-7,Alcalá de Henares-Atocha-Chamartín-Príncipe Pío,18,Las Rozas
19,CR,C-7,Alcalá de Henares-Atocha-Chamartín-Príncipe Pío,19,Majadahonda
20,CR,C-7,Alcalá de Henares-Atocha-Chamartín-Príncipe Pío,20,El Barrial - C.C. Pozuelo
21,CR,C-7,Alcalá de Henares-Atocha-Chamartín-Príncipe Pío,21,Pozuelo
22,CR,C-7,Alcalá de Henares-Atocha-Chamartín-Príncipe Pío,22,Aravaca
23,CR,C-7,Alcalá de Henares-Atocha-Chamartín-Príncipe Pío,23,Príncipe Pío
0,CR,C-8,Guadalajara-Alcalá de Henares-Atocha-Chamartín-Villalba-Cercedilla,0,Guadalajara
1,CR,C-8,Guadalajara-Alcalá de Henares-Atocha-Chamartín-Villalba-Cercedilla,1,Azuqueca
2,CR,C-8,Guadalajara-Alcalá de Henares-Atocha-Chamartín-Villalba-Cercedilla,2,Meco
3,CR,C-8,Guadalajara-Alcalá de Henares-Atocha-Chamartín-Villalba-Cercedilla,3,Alcalá de Henares Universidad
4,CR,C-8,Guadalajara-Alcalá de Henares-Atocha-Chamartín-Villalba-Cercedilla,4,Alcalá de Henares
5,CR,C-8,Guadalajara-Alcalá de Henares-Atocha-Chamartín-Villalba-Cercedilla,5,La Garena
6,CR,C-8,Guadalajara-Alcalá de Henares-Atocha-Chamartín-Villalba-Cercedilla,6,Soto del Henares
7,CR,C-8,Guadalajara-Alcalá de Henares-Atocha-Chamartín-Villalba-Cercedilla,7,Torrejón de Ardoz
8,CR,C-8,Guadalajara-Alcalá de Henares-Atocha-Chamartín-Villalba-Cercedilla,8,San Fernando
9,CR,C-8,Guadalajara-Alcalá de Henares-Atocha-Chamartín-Villalba-Cercedilla,9,Coslada
10,CR,C-8,Guadalajara-Alcalá de Henares-Atocha-Chamartín-Villalba-Cercedilla,10,Vicálvaro
11,CR,C-8,Guadalajara-Alcalá de Henares-Atocha-Chamartín-Villalba-Cercedilla,11,Santa Eugenia
12,CR,C-8,Guadalajara-Alcalá de Henares-Atocha-Chamartín-Villalba-Cercedilla,12,Vallecas
13,CR,C-8,Guadalajara-Alcalá de Henares-Atocha-Chamartín-Villalba-Cercedilla,13,El Pozo
14,CR,C-8,Guadalajara-Alcalá de Henares-Atocha-Chamartín-Villalba-Cercedilla,14,Asamblea de Madrid-Entrevías
15,CR,C-8,Guadalajara-Alcalá de Henares-Atocha-Chamartín-Villalba-Cercedilla,15,Atocha
16,CR,C-8,Guadalajara-Alcalá de Henares-Atocha-Chamartín-Villalba-Cercedilla,16,Recoletos
17,CR,C-8,Guadalajara-Alcalá de Henares-Atocha-Chamartín-Villalba-Cercedilla,17,Nuevos Ministerios
18,CR,C-8,Guadalajara-Alcalá de Henares-Atocha-Chamartín-Villalba-Cercedilla,18,Chamartín
19,CR,C-8,Guadalajara-Alcalá de Henares-Atocha-Chamartín-Villalba-Cercedilla,19,Ramón y Cajal
20,CR,C-8,Guadalajara-Alcalá de Henares-Atocha-Chamartín-Villalba-Cercedilla,20,Mirasierra-Paco de Lucía
21,CR,C-8,Guadalajara-Alcalá de Henares-Atocha-Chamartín-Villalba-Cercedilla,21,Pitis
22,CR,C-8,Guadalajara-Alcalá de Henares-Atocha-Chamartín-Villalba-Cercedilla,22,Pinar de las Rozas
23,CR,C-8,Guadalajara-Alcalá de Henares-Atocha-Chamartín-Villalba-Cercedilla,23,Las Matas
24,CR,C-8,Guadalajara-Alcalá de Henares-Atocha-Chamartín-Villalba-Cercedilla,24,Torrelodones
25,CR,C-8,Guadalajara-Alcalá de Henares-Atocha-Chamartín-Villalba-Cercedilla,25,Galapagar - La Navata
26,CR,C-8,Guadalajara-Alcalá de Henares-Atocha-Chamartín-Villalba-Cercedilla,26,Villalba
27,CR,C-8,Guadalajara-Alcalá de Henares-Atocha-Chamartín-Villalba-Cercedilla,27,Los Negrales
28,CR,C-8,Guadalajara-Alcalá de Henares-Atocha-Chamartín-Villalba-Cercedilla,28,Alpedrete
29,CR,C-8,Guadalajara-Alcalá de Henares-Atocha-Chamartín-Villalba-Cercedilla,29,Collado Mediano
30,CR,C-8,Guadalajara-Alcalá de Henares-Atocha-Chamartín-Villalba-Cercedilla,30,Los Molinos
31,CR,C-8,Guadalajara-Alcalá de Henares-Atocha-Chamartín-Villalba-Cercedilla,31,Cercedilla
0,CR,C-9,Cercedilla-Cotos,0,Cercedilla
1,CR,C-9,Cercedilla-Cotos,1,Puerto de Navacerrada
2,CR,C-9,Cercedilla-Cotos,2,Cotos
0,CR,C-10,Villalba-Príncipe Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,Villalba
1,CR,C-10,Villalba-Príncipe Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,1,Galapagar - La Navata
2,CR,C-10,Villalba-Príncipe Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,2,Torrelodones
3,CR,C-10,Villalba-Príncipe Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,3,Las Matas
4,CR,C-10,Villalba-Príncipe Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,4,Pinar de Las Rozas
5,CR,C-10,Villalba-Príncipe Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,5,Las Rozas
6,CR,C-10,Villalba-Príncipe Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,6,Majadahonda
7,CR,C-10,Villalba-Príncipe Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,7,El Barrial - C.C. Pozuelo
8,CR,C-10,Villalba-Príncipe Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,8,Pozuelo
9,CR,C-10,Villalba-Príncipe Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,9,Aravaca
10,CR,C-10,Villalba-Príncipe Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,10,Príncipe Pío
11,CR,C-10,Villalba-Príncipe Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,11,Pirámides
12,CR,C-10,Villalba-Príncipe Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,12,Delicias
13,CR,C-10,Villalba-Príncipe Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,13,Méndez Álvaro
14,CR,C-10,Villalba-Príncipe Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,14,Atocha
15,CR,C-10,Villalba-Príncipe Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,15,Recoletos
16,CR,C-10,Villalba-Príncipe Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,16,Nuevos Ministerios
17,CR,C-10,Villalba-Príncipe Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,17,Chamartín
18,CR,C-10,Villalba-Príncipe Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,18,Fuente de la Mora
19,CR,C-10,Villalba-Príncipe Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,19, Valdebebas
20,CR,C-10,Villalba-Príncipe Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,20,Aeropuerto T4
