transportmean_name,line_number,order_number,stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
METRO,6,15,est_4_63,63.0,diegoleon,Calle de Diego de León 69,40.43468,-3.67495,A,http://www.crtm.es,1.0,,Europe/Madrid,0
METRO,6,17,est_4_119,119.0,republicaargentina,Calle de Joaquín Costa 24,40.44379,-3.6840599999999997,A,http://www.crtm.es,1.0,,Europe/Madrid,0
METRO,6,18,est_90_71,71.0,nuevosministerios,Calle de Raimundo Fernández Villaverde 67,40.44662,-3.69246,A,http://www.crtm.es,1.0,,Europe/Madrid,0
METRO,6,19,est_4_6,6.0,cuatrocaminos,Gta de Cuatro Caminos 2,40.44697,-3.7039699999999995,A,http://www.crtm.es,1.0,,Europe/Madrid,2
METRO,6,20,est_4_122,122.0,guzmanbueno,Calle de Guzmán el Bueno 118,40.44637,-3.7122900000000003,A,http://www.crtm.es,1.0,,Europe/Madrid,2
METRO,6,21,est_4_123,123.0,vicentealeixandre,Avda de Gregorio del Amo 4,40.44644,-3.7194300000000005,A,http://www.crtm.es,1.0,,Europe/Madrid,0
METRO,6,22,est_4_124,124.0,ciudaduniversitaria,Avda  Complutense 1,40.44356,-3.72678,A,http://www.crtm.es,1.0,,Europe/Madrid,2
METRO,6,24,est_4_52,52.0,arguelles,Calle de Alberto Aguilera 72,40.430659999999996,-3.71596,A,http://www.crtm.es,1.0,,Europe/Madrid,0
METRO,6,26,est_4_128,128.0,puertaangel,Paseo de Extremadura 26,40.4139,-3.72724,A,http://www.crtm.es,1.0,,Europe/Madrid,0
METRO,6,27,est_4_129,129.0,altoextremadura,Paseo de Extremadura 154,40.409929999999996,-3.73894,A,http://www.crtm.es,1.0,,Europe/Madrid,0
METRO,6,28,est_4_130,130.0,lucero,Calle de las Higueras 47,40.4051,-3.74534,A,http://www.crtm.es,1.0,,Europe/Madrid,2
METRO,7,0,est_4_296,296.0,hospitalhenares,Cmno del Tiro SN,40.417609999999996,-3.53453,B1,http://www.crtm.es,1.0,,Europe/Madrid,2
METRO,7,1,est_4_292,292.0,henares,Avda de Algorta 12,40.417770000000004,-3.5271800000000004,B1,http://www.crtm.es,1.0,,Europe/Madrid,2
METRO,7,2,est_4_291,291.0,jarama,Plaza   Guernica 1,40.42295,-3.52549,B1,http://www.crtm.es,1.0,,Europe/Madrid,2
METRO,7,3,est_4_290,290.0,sanfernando,Calle de Gonzalo de Córdoba 24,40.424409999999995,-3.5354099999999997,B1,http://www.crtm.es,1.0,,Europe/Madrid,2
METRO,7,4,est_4_289,289.0,rambla,Calle   Honduras 2,40.42514,-3.5479199999999995,B1,http://www.crtm.es,1.0,,Europe/Madrid,2
METRO,7,5,est_4_288,288.0,cosladacentral,Calle del Doctor Fleming 41,40.42374,-3.5611900000000003,B1,http://www.crtm.es,1.0,,Europe/Madrid,2
METRO,7,6,est_4_287,287.0,barriopuerto,Avda de España 8,40.4225,-3.5691900000000003,B1,http://www.crtm.es,1.0,,Europe/Madrid,2
METRO,7,7,est_4_286,286.0,estadiometropolitano,Avda de Arcentales 28,40.43339,-3.60015,A,http://www.crtm.es,1.0,,Europe/Madrid,2
METRO,7,8,est_4_132,132.0,musas,,40.432990000000004,-3.60788,A,http://www.crtm.es,1.0,,Europe/Madrid,0
METRO,7,9,est_4_133,133.0,sanblas,,40.42799,-3.6154699999999997,A,http://www.crtm.es,1.0,,Europe/Madrid,0
METRO,7,10,est_4_134,134.0,simancas,,40.42799,-3.62572,A,http://www.crtm.es,1.0,,Europe/Madrid,0
METRO,7,11,est_4_135,135.0,garcianoblejas,,40.42842,-3.6333,A,http://www.crtm.es,1.0,,Europe/Madrid,0
METRO,7,12,est_4_136,136.0,ascao,,40.430209999999995,-3.64106,A,http://www.crtm.es,1.0,,Europe/Madrid,0
METRO,7,13,est_4_78,78.0,pueblonuevo,Calle de Alcalá 372,40.43569,-3.6428199999999995,A,http://www.crtm.es,1.0,,Europe/Madrid,0
METRO,7,14,est_4_138,138.0,barrioconcepcion,,40.4391,-3.6519999999999997,A,http://www.crtm.es,1.0,,Europe/Madrid,0
METRO,7,15,est_4_139,139.0,parqueavenidas,,40.43945,-3.6629699999999996,A,http://www.crtm.es,1.0,,Europe/Madrid,0
METRO,7,16,est_4_140,140.0,cartagena,,40.43934,-3.67215,A,http://www.crtm.es,1.0,,Europe/Madrid,0
METRO,7,18,est_4_142,142.0,gregoriomaranon,,40.43825,-3.6914800000000003,A,http://www.crtm.es,1.0,,Europe/Madrid,2
METRO,7,19,est_4_143,143.0,alonsocano,,40.43838,-3.69925,A,http://www.crtm.es,1.0,,Europe/Madrid,2
METRO,7,20,est_4_41,41.0,canal,Calle de Bravo Murillo 40,40.43841,-3.70433,A,http://www.crtm.es,1.0,,Europe/Madrid,2
METRO,7,21,est_4_145,145.0,islasfilipinas,,40.43907,-3.7137300000000004,A,http://www.crtm.es,1.0,,Europe/Madrid,2
METRO,7,22,est_4_122,122.0,guzmanbueno,Calle de Guzmán el Bueno 118,40.44637,-3.7122900000000003,A,http://www.crtm.es,1.0,,Europe/Madrid,2
METRO,7,23,est_4_147,147.0,francosrodriguez,,40.45648,-3.71239,A,http://www.crtm.es,1.0,,Europe/Madrid,2
METRO,7,24,est_4_148,148.0,valdezarza,,40.46482,-3.7159699999999996,A,http://www.crtm.es,1.0,,Europe/Madrid,2
METRO,7,25,est_4_149,149.0,antoniomachado,,40.47022,-3.71769,A,http://www.crtm.es,1.0,,Europe/Madrid,2
METRO,7,26,est_4_150,150.0,penagrande,,40.47592,-3.71582,A,http://www.crtm.es,1.0,,Europe/Madrid,0
METRO,7,27,est_4_151,151.0,avenidailustracion,,40.4801,-3.7184,A,http://www.crtm.es,1.0,,Europe/Madrid,2
METRO,7,28,est_4_152,152.0,lacoma,,40.48502,-3.72305,A,http://www.crtm.es,1.0,,Europe/Madrid,2
METRO,7,29,est_4_153,153.0,arroyofresno,,40.4909,-3.7260400000000002,A,http://www.crtm.es,1.0,,Europe/Madrid,0
METRO,7,30,est_4_154,154.0,pitis,,40.49511,-3.72589,A,http://www.crtm.es,1.0,,Europe/Madrid,2
METRO,8,0,est_90_71,71.0,nuevosministerios,Calle de Raimundo Fernández Villaverde 67,40.44662,-3.69246,A,http://www.crtm.es,1.0,,Europe/Madrid,0
METRO,8,1,est_4_156,156.0,colombia,Calle del Príncipe de Vergara 258,40.456340000000004,-3.6768199999999998,A,http://www.crtm.es,1.0,,Europe/Madrid,2
METRO,8,2,est_4_258,258.0,pinarrey,Avda de la Gran Vía de Hortaleza 47,40.468,-3.6486699999999996,A,http://www.crtm.es,1.0,,Europe/Madrid,2
METRO,8,3,est_4_71,71.0,marcristal,Gta del Mar de Cristal 1 B,40.469429999999996,-3.6383199999999998,A,http://www.crtm.es,1.0,,Europe/Madrid,2
METRO,8,4,est_4_158,158.0,feriamadrid,Avda del Partenón 5,40.46389,-3.6162,A,http://www.crtm.es,1.0,,Europe/Madrid,2
METRO,8,5,est_90_34,34.0,aeropuertot1t2t3,Avda de la Hispanidad SN,40.46864,-3.56965,A,http://www.crtm.es,1.0,,Europe/Madrid,0
METRO,8,6,est_4_160,160.0,barajas,Cmno  Viejo de Hortaleza 10,40.475770000000004,-3.58253,A,http://www.crtm.es,1.0,,Europe/Madrid,2
